Metric,Value
signals,"{'RSI': 'Neutral', 'MACD': 'Sell', 'Long_Term_Trend': 'Bearish', 'Stochastic': 'Neutral', 'MFI': 'Neutral', 'Bollinger': 'Within Bands', 'Volume_Trend': 'Increasing', 'Volatility': 'High'}"
last_price,152.88999938964844
volume,17228400
rsi,31.869110181477126
macd,-2.4301885654084003
stochastic_k,23.035990210808947
mfi,51.40852531007807
atr,4.385172712684317
roc,-4.1502070999719045
