Metric,Value
signals,"{'RSI': 'Oversold', 'MACD': 'Sell', 'Long_Term_Trend': 'Bearish', 'Stochastic': 'Oversold', 'MFI': 'Oversold', 'Bollinger': 'Within Bands', 'Volume_Trend': 'Decreasing', 'Volatility': 'High'}"
last_price,36.83000183105469
volume,36346900
rsi,10.996883897003059
macd,-1.3512050569054352
stochastic_k,4.171536582737778
mfi,15.391834772691013
atr,1.1144923555554753
roc,-10.083001332350106
