Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,Signal_Line,SMA_20,SMA_50,SMA_200,BB_middle,BB_upper,BB_lower,Stochastic_K,Stochastic_D,ATR,OBV,ROC,MFI,RVI
2023-12-21 00:00:00-05:00,159.7525335272158,160.5661872387364,158.34353784340823,160.13951110839844,4257300,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,,,
2023-12-22 00:00:00-05:00,160.34792323861961,161.73706993026153,159.59380205695967,160.79443359375,2770600,0.0,0.0,,0.052244528745973184,0.010448905749194638,,,,,,,,,,2770600.0,,,
2023-12-26 00:00:00-05:00,161.04247151343682,163.69178202470144,160.8440241798912,163.0071258544922,2520500,0.0,0.0,,0.2690925361275731,0.062177631824870336,,,,,,,,,,5291100.0,,,
2023-12-27 00:00:00-05:00,163.2651128925862,163.71163833796064,162.2629439737343,162.93768310546875,3319600,0.0,0.0,,0.43038152448309575,0.13581841035651543,,,,,,,,,,1971500.0,,,
2023-12-28 00:00:00-05:00,163.72154785789493,163.73146492534497,161.5882125329407,161.85610961914062,2909700,0.0,0.0,,0.4655635418125428,0.2017674366477209,,,,,,,,,,-938200.0,,,
2023-12-29 00:00:00-05:00,161.8461746030728,162.29268483778267,159.4548443840044,160.81423950195312,2980700,0.0,0.0,,0.4047100868754967,0.24235596669327608,,,,,,,,,,-3918900.0,,,
2024-01-02 00:00:00-05:00,158.76027104244113,158.86941933440517,152.24117014529241,153.17388916015625,8607300,0.0,0.0,,-0.25706583912307224,0.14247160553000643,,,,,,,,,,-12526200.0,,,
2024-01-03 00:00:00-05:00,150.53451491222177,151.98319394287194,149.56209732665147,150.27651977539062,6100100,0.0,0.0,,-1.0037509076887545,-0.08677289711374578,,,,,,,,,,-18626300.0,,,
2024-01-04 00:00:00-05:00,148.63931549860314,150.82226632519792,147.59744813074465,148.15310668945312,6196100,0.0,0.0,,-1.7467108980906119,-0.418760497309119,,,,,,,,,,-24822400.0,,,
2024-01-05 00:00:00-05:00,148.91715379358715,150.34599882566164,146.90288382604243,147.84552001953125,5398900,0.0,0.0,,-2.3334333497315356,-0.8016950677936023,,,,,,,,,,-30221300.0,,,-0.26664450892948643
2024-01-08 00:00:00-05:00,148.6690897689477,151.60614663321,148.5599414647687,150.38568115234375,6515500,0.0,0.0,,-2.563890412647737,-1.1541341367644296,,,,,,,,,,-23705800.0,-6.090832854767691,,-0.21531946326202905
2024-01-09 00:00:00-05:00,148.70877127444464,150.51467680398997,147.77605216714636,149.8597869873047,5606700,0.0,0.0,,-2.757181487498059,-1.4747436069111555,,,,,,,,,,-29312500.0,-6.80038877096448,,-0.18826596680963809
2024-01-10 00:00:00-05:00,150.594081948875,150.72306440615648,147.0914337938777,148.64926147460938,5035700,0.0,0.0,,-2.97376562991775,-1.7745480115124743,,,,,,,,,,-34348200.0,-8.808120690809135,,-0.3074509455767032
2024-01-11 00:00:00-05:00,149.08584934317915,151.25888344661135,147.32955922470398,150.77267456054688,5995600,0.0,0.0,30.828616989580837,-2.9401759155003333,-2.0076735923100464,,,,,,,22.995347686590357,,3.3290038127811994,-28352600.0,-7.4660497885240735,33.44180150961692,-0.22588255656187492
2024-01-12 00:00:00-05:00,151.02071537080968,151.21916269539003,149.2048928268069,150.0780792236328,4083200,0.0,0.0,29.97630144657137,-2.9357622240667354,-2.1932913186613843,,,,,,,18.867873523347622,,3.314119560870838,-32435800.0,-7.276852522417836,37.36643116332461,-0.1995324871101808
2024-01-16 00:00:00-05:00,150.12771805513248,153.04494111330948,148.6790235946104,152.5686492919922,6528000,0.0,0.0,34.74415827350346,-2.700170269780216,-2.2946671088851507,,,,,,,33.667517377234965,25.17691286239098,3.4728802498277815,-25907800.0,-5.127400555757871,40.476259061934755,-0.09294612028816239
2024-01-17 00:00:00-05:00,151.92367586272465,152.55871641812726,149.0362194499542,152.18165588378906,6630600,0.0,0.0,28.464283502694926,-2.515689776679835,-2.338871642444088,,,,,,,31.367897427581788,27.967762776054794,3.5182432077625356,-32538400.0,-0.6477822570201398,34.843369234931615,0.07885734284609615
2024-01-18 00:00:00-05:00,157.43068042775596,159.494566069983,155.56524212523965,159.09765625,8133700,0.0,0.0,43.996265021265714,-1.790781215531041,-2.2292535570614787,,,,,,,72.46465018053712,45.83335499511796,3.937115766474508,-24404700.0,5.869936626023682,38.79395399354639,0.13221817642382505
2024-01-19 00:00:00-05:00,161.3103763077371,166.97612539327216,161.04246409248753,166.63876342773438,9157600,0.0,0.0,56.220957973065985,-0.6008553461446979,-1.9035739148781226,,,,,,,98.31934486312099,67.38396415707997,4.346774105822214,-15247100.0,12.477400677820025,47.110139195385514,0.28148645524211874
2024-01-22 00:00:00-05:00,166.87690642263783,170.5780166701621,166.3410970933286,166.99598693847656,7176400,0.0,0.0,58.186616551988934,0.3667665734182606,-1.4495058172188462,155.8113166809082,,,155.8113166809082,168.9392005566449,142.6834328051715,84.87007547002962,85.21802350456257,4.446708328897586,-8070700.0,12.953024830522713,53.25844968041547,0.3073850139861112
2024-01-23 00:00:00-05:00,166.46015128789585,166.6982971630162,163.4337955054204,165.7556610107422,5053600,0.0,0.0,70.06330743255245,1.021751860055275,-0.955254281764022,156.09212417602538,,,156.09212417602538,169.83564706517916,142.3486012868716,79.63113579479801,87.60685204264955,4.088788477211547,-13124300.0,10.220374533416074,55.21138808762428,0.24115122989971866
2024-01-24 00:00:00-05:00,170.06204830960064,174.5966466473929,169.34762574810793,172.79074096679688,9729000,0.0,0.0,81.71652346326108,2.0844760342845348,-0.3473082185543107,156.69193954467772,,,156.69193954467772,172.22958497361395,141.1542941157415,93.47901658490494,85.99340928324419,4.462302320293399,-3395300.0,15.301605881392835,64.00493197753066,0.26541178291303974
2024-01-25 00:00:00-05:00,175.79725124496687,177.0177167311054,171.09397221806478,171.2924346923828,7234400,0.0,0.0,83.18153074598649,2.773816969020487,0.27691681896064885,157.10620498657227,,,157.10620498657227,173.7548849362127,140.45752503693183,80.98849807079608,84.69955015016633,4.655082771621068,-10629700.0,15.232617365973994,71.11989727567953,0.1906321888722885
2024-01-26 00:00:00-05:00,167.76002660837398,168.2561525305982,165.32899747702592,165.60682678222656,6653700,0.0,0.0,72.06603555042958,2.828735680393521,0.7872805912472233,157.23966217041016,,,157.23966217041016,174.12625792453065,140.35306641628966,61.870005797867,78.77917348452267,4.835105787030902,-17283400.0,9.838753782750356,69.66249844241446,0.1024223031071181
2024-01-29 00:00:00-05:00,165.0214063202494,167.204357409352,164.79319262917065,167.17459106445312,5370700,0.0,0.0,71.37439962825712,2.9645906741495196,1.2227426078276826,157.50558624267578,,,157.50558624267578,174.85932519738083,140.15184728797072,67.10875959002706,69.98908781956338,4.738715656066804,-11912700.0,11.391744836595779,63.47343707931836,0.17557566153264978
2024-01-30 00:00:00-05:00,166.03350093685273,167.8592406747834,164.53520612049027,164.9519500732422,5255300,0.0,0.0,68.4184847785119,2.859940568258878,1.5501821999139218,157.71247177124025,,,157.71247177124025,175.3289612362224,140.0959823062581,59.68170626745749,62.886823885117174,4.78053065017034,-17168000.0,8.116543496134861,63.32982591143859,0.09356714271776313
2024-01-31 00:00:00-05:00,162.72929896406475,165.3289938952184,159.7128600841388,163.0269775390625,6049400,0.0,0.0,67.24583632581972,2.5917987666919373,1.758505513269525,158.20512619018555,,,158.20512619018555,175.83828515719478,140.57196722317633,52.874343283087924,59.88826971352416,4.922280878656112,-23217400.0,7.126563048804833,62.34678427923876,0.0899190134348654
2024-02-01 00:00:00-05:00,164.17799001782265,166.44032291785317,163.55286653683285,165.67628479003906,4082600,0.0,0.0,67.65391549094153,2.5635207397109525,1.9195085585578107,158.97511444091796,,,158.97511444091796,176.4950710318775,141.45515784995843,59.97898743446052,57.51167899500198,4.885425247004919,-19134800.0,4.134962572736871,61.78192619801536,0.08812369292337095
2024-02-02 00:00:00-05:00,164.634423638619,167.86915918961333,164.17799627048245,166.8769073486328,4740800,0.0,0.0,69.6631505249208,2.6079278373235297,2.0571924143109546,159.91130447387695,,,159.91130447387695,176.99192210621817,142.83068684153574,64.2156773651178,59.02300269422208,5.0052033220440455,-14394000.0,0.14291027849694318,62.22626216970547,0.015060408919871015
2024-02-05 00:00:00-05:00,167.2936612038384,170.9451405967678,166.97613335720402,169.7643585205078,5749100,0.0,0.0,69.94241686368335,2.843337732784107,2.214421478005585,161.0072463989258,,,161.0072463989258,177.63492379676347,144.3795690010881,74.07801970810345,66.09089483589392,4.9839401598608974,-8644900.0,1.6577473703312122,62.18706046038415,0.07505655702698338
2024-02-06 00:00:00-05:00,169.6651330396777,171.37180726953886,166.2021689640928,167.3928680419922,4550100,0.0,0.0,66.86465669848042,2.806194248231634,2.332776032050795,161.85760574340821,,,161.85760574340821,177.9283353276535,145.78687615916292,55.13408655204054,64.47592787508727,5.100883621532901,-13195000.0,0.9877231469903744,63.18160465703963,0.03350131573773536
2024-02-07 00:00:00-05:00,169.1690244273937,171.5702721027184,167.52188271223784,169.57583618164062,5103400,0.0,0.0,62.97933129504127,2.919253714514525,2.450071568543541,162.843408203125,,,162.843408203125,178.21913723784843,147.46767916840156,56.99542214486198,62.06917613500199,4.876918898285207,-8091600.0,-1.8605770003463435,62.10729483500161,-0.023585969628830427
2024-02-08 00:00:00-05:00,168.6728876400964,173.6440636694014,168.06761344111206,172.54266357421875,7327900,0.0,0.0,58.24783890667181,3.2112352112721396,2.602304297089261,164.03807830810547,,,164.03807830810547,178.45312144561512,149.6230351705958,74.13990044424268,62.089803047048406,4.712488975786434,-763700.0,0.7298798012189933,61.42750123608719,0.187576980037365
2024-02-09 00:00:00-05:00,177.65276964794617,184.70768110903464,177.22610860770143,184.40008544921875,9539900,0.0,0.0,68.40115137570425,4.349291573845562,2.9517017524405214,165.71944885253907,,,165.71944885253907,181.4079913442496,150.03090636082854,98.76936242308152,76.63489500406206,5.278781687070891,8776200.0,11.34811833071675,62.825038923675606,0.36972095095111573
